epoch,train_loss,valid_loss,test_loss,train_acc,valid_acc,test_acc,early_stop_epoch
1,0.024683801959480414,0.04365190863609314,0.08094556629657745,0.9916727272727273,0.986,0.9788,2
2,0.014722659817894137,0.035906627774238586,0.07846176624298096,0.9950909090909091,0.9876,0.9791,2
3,0.012862772371639783,0.038666982203722,0.08510853350162506,0.9957454545454546,0.9894,0.9792,2
4,0.01202928296714328,0.05170674994587898,0.0868493914604187,0.9958545454545454,0.9856,0.9785,2
5,0.010492640375346871,0.04221067950129509,0.08579517155885696,0.9966,0.9894,0.981,2
6,0.013829998141816098,0.06195565313100815,0.10749021917581558,0.9947818181818182,0.9844,0.9781,2
7,0.017144414250031662,0.06451444327831268,0.11713016033172607,0.9943454545454545,0.9838,0.9778,2
8,0.0062261894147121145,0.05313358083367348,0.09945451468229294,0.9978363636363636,0.987,0.9818,2
9,0.005379955929730055,0.05445723235607147,0.08628755807876587,0.9983636363636363,0.9868,0.9821,2
10,0.011664395982520009,0.06739166378974915,0.13061320781707764,0.9965818181818182,0.987,0.9782,2
11,0.008923321973250619,0.06913401931524277,0.1133241057395935,0.9973090909090909,0.9852,0.9806,2
12,0.013125546867282206,0.07798697799444199,0.10537069290876389,0.9960545454545454,0.9828,0.9795,2
13,0.008513292470923138,0.07189765572547913,0.1094386950135231,0.9968545454545454,0.9852,0.9805,2
14,0.004719213816340558,0.07378227263689041,0.11635787039995193,0.9983454545454545,0.9856,0.9804,2
15,0.013058649982628127,0.08328839391469955,0.14345532655715942,0.995890909090909,0.9834,0.9781,2
16,0.006482060167352545,0.07582762092351913,0.11782833188772202,0.9979090909090909,0.9842,0.9813,2
17,0.010379102885140448,0.0875587910413742,0.13065868616104126,0.9969454545454546,0.9844,0.9793,2
18,0.006702954665908878,0.08539078384637833,0.12714016437530518,0.997890909090909,0.9854,0.9795,2
19,0.007796918474777119,0.10006820410490036,0.1382337212562561,0.9978181818181818,0.9846,0.9805,2
20,0.005861704451023523,0.09086546301841736,0.13466918468475342,0.9983272727272727,0.9858,0.9788,2
21,0.004661053745031919,0.10250213742256165,0.1223035529255867,0.9986909090909091,0.9832,0.9817,2
22,0.006363100845666755,0.09423965215682983,0.1369030773639679,0.9982363636363636,0.983,0.9814,2
23,0.007200636724794474,0.10322238504886627,0.1346382200717926,0.9979090909090909,0.9848,0.9802,2
24,0.011748444193256866,0.11875353753566742,0.17416852712631226,0.997,0.9814,0.9802,2
25,0.0030025565158665834,0.10220348834991455,0.12357651442289352,0.9990909090909091,0.985,0.9827,2
26,0.006168788031176896,0.09520286321640015,0.13389869034290314,0.9981454545454546,0.985,0.982,2
27,0.008616734853075427,0.13267692923545837,0.14990760385990143,0.9974545454545455,0.9816,0.9785,2
28,0.0031705608119396538,0.09705650061368942,0.12524883449077606,0.9991454545454546,0.9868,0.9831,2
29,0.005915566482158786,0.11154253780841827,0.13697534799575806,0.9980363636363636,0.985,0.9813,2
30,0.005329852441460801,0.11032939702272415,0.15301820635795593,0.9986181818181818,0.9838,0.9808,2
31,0.005389364075254738,0.11914566904306412,0.1397503912448883,0.9983272727272727,0.9834,0.9823,2
32,0.004563889135897403,0.11984679847955704,0.14189301431179047,0.9989272727272728,0.9848,0.983,2
33,0.002756264503672765,0.11099012196063995,0.13624754548072815,0.999109090909091,0.9842,0.9818,2
34,0.008359503930258881,0.11454960703849792,0.1479964405298233,0.9979818181818182,0.983,0.9811,2
35,0.0040572758378077025,0.12282564491033554,0.1500222235918045,0.9986909090909091,0.9814,0.9817,2
36,0.004579578752481124,0.11844394356012344,0.14682839810848236,0.9986363636363637,0.9842,0.9812,2
37,0.002825386311652579,0.12556679546833038,0.16398738324642181,0.9989818181818182,0.9838,0.9816,2
38,0.0019011067546317408,0.10925900936126709,0.144782155752182,0.9994363636363637,0.9842,0.9827,2
39,0.0014874457989219247,0.09956978261470795,0.1425699144601822,0.9995636363636363,0.9862,0.9823,2
40,0.00690322828377189,0.11997523158788681,0.16970647871494293,0.9980363636363636,0.9836,0.9783,2
41,0.003203173608604097,0.10317839682102203,0.1573164463043213,0.9988545454545454,0.9858,0.982,2
42,0.0013487039378019842,0.10767924785614014,0.13905781507492065,0.9994909090909091,0.9878,0.9837,2
43,0.0031941175262338024,0.11415168642997742,0.1735077053308487,0.9992181818181818,0.986,0.9813,2
44,0.005843838898610871,0.12511873245239258,0.17192687094211578,0.9983090909090909,0.9832,0.9808,2
45,0.010816222199847956,0.15547730028629303,0.18632782995700836,0.9973454545454545,0.9826,0.9791,2
46,0.0036530230301868626,0.13209258019924164,0.1813972294330597,0.9988727272727272,0.9842,0.9815,2
47,0.005683923752619419,0.14765697717666626,0.186266228556633,0.9985454545454545,0.9826,0.9789,2
48,0.005595217015819076,0.15707263350486755,0.189780592918396,0.9987454545454545,0.9838,0.9814,2
49,0.005598935416917483,0.14266809821128845,0.21120503544807434,0.9984181818181819,0.9838,0.9807,2
50,0.0040384543548622745,0.13278605043888092,0.2060152292251587,0.9987090909090909,0.986,0.9807,2
51,0.0016933883919428806,0.11697813868522644,0.17098812758922577,0.9995818181818181,0.9856,0.9819,2
52,0.002429950006433061,0.13217419385910034,0.17868538200855255,0.9993818181818181,0.9846,0.9822,2
53,0.0034607583028174378,0.13487739861011505,0.20260389149188995,0.9990545454545454,0.9848,0.9808,2
54,0.002702345468322132,0.13326913118362427,0.17798160016536713,0.9992,0.9852,0.9825,2
55,0.0038595382124033554,0.13209013640880585,0.2043026089668274,0.999,0.9838,0.979,2
