epoch,train_loss,valid_loss,test_loss,train_acc,valid_acc,test_acc,early_stop_epoch
1,0.1143061456087638,0.13614408671855927,0.11941876262426376,0.9660181818181818,0.9564,0.964,3
2,0.064559149407697,0.09773427248001099,0.08554090559482574,0.9801818181818182,0.968,0.9741,3
3,0.04507419585212218,0.08722001314163208,0.07715548574924469,0.9865090909090909,0.9716,0.9774,3
4,0.035593542469972324,0.08791828900575638,0.0751490667462349,0.9888,0.9738,0.978,3
5,0.029239219480014237,0.10319918394088745,0.07971148937940598,0.9907818181818182,0.9742,0.9799,3
6,0.02580824306314356,0.09072228521108627,0.0883471891283989,0.9914181818181819,0.9758,0.9781,3
7,0.021636816139568426,0.09422669559717178,0.09056244045495987,0.9930363636363636,0.9762,0.9786,3
8,0.0380715454953302,0.13112451136112213,0.1212904304265976,0.9884,0.9716,0.9716,3
9,0.014691192390198756,0.10513448715209961,0.09745971113443375,0.9948181818181818,0.9758,0.9771,3
10,0.021015842902614,0.11698183417320251,0.11296242475509644,0.9930363636363636,0.9758,0.9772,3
11,0.014103711555586249,0.1318606585264206,0.11269400268793106,0.9952181818181818,0.9762,0.9783,3
12,0.010279818647291243,0.10598621517419815,0.09830121695995331,0.9962363636363636,0.9806,0.9787,3
13,0.01713353304776518,0.12327788025140762,0.13503311574459076,0.9949636363636364,0.9786,0.9761,3
14,0.009956441352561176,0.11113008111715317,0.1077820211648941,0.9966727272727273,0.981,0.9784,3
15,0.007138983393803012,0.1063578873872757,0.10723662376403809,0.9976545454545455,0.9808,0.981,3
16,0.014130069181047599,0.12634922564029694,0.13466523587703705,0.9954,0.9762,0.9779,3
17,0.007041364789856661,0.11998597532510757,0.11426953226327896,0.9976363636363637,0.9798,0.9795,3
18,0.008321231416366613,0.11910393089056015,0.11898104101419449,0.9970545454545454,0.9802,0.9777,3
19,0.005049670289632486,0.11699414253234863,0.11970116198062897,0.9982727272727273,0.9806,0.9807,3
20,0.009021324094115837,0.15224362909793854,0.13428696990013123,0.997,0.9772,0.9784,3
21,0.003782650248646002,0.1282687932252884,0.12088930606842041,0.9986727272727273,0.9802,0.9795,3
22,0.010543236817876639,0.1547318994998932,0.13431942462921143,0.9966181818181818,0.9782,0.9785,3
23,0.010927918270990279,0.13311529159545898,0.1317158341407776,0.9966181818181818,0.9786,0.9785,3
24,0.0056898199278187156,0.163809671998024,0.1373276561498642,0.9979818181818182,0.9776,0.9789,3
25,0.006319083748737843,0.14531774818897247,0.13229399919509888,0.9981272727272728,0.9794,0.9802,3
26,0.007864425543415819,0.1510605365037918,0.1373743712902069,0.9977090909090909,0.98,0.9783,3
27,0.005918905404361152,0.1478949934244156,0.15904013812541962,0.9981454545454546,0.981,0.9782,3
28,0.002865155045613979,0.13496802747249603,0.1449800431728363,0.999109090909091,0.9828,0.9792,3
29,0.007412670053037277,0.15850235521793365,0.15434354543685913,0.9978181818181818,0.9794,0.979,3
30,0.006855744572238749,0.14742599427700043,0.1472310870885849,0.9976727272727273,0.9792,0.9807,3
31,0.005513511160238353,0.1523510366678238,0.14503151178359985,0.9983454545454545,0.98,0.9801,3
32,0.004204309595434026,0.1624753177165985,0.1475367397069931,0.9988181818181818,0.981,0.982,3
33,0.0074271070117028735,0.14930963516235352,0.17170630395412445,0.9978363636363636,0.9812,0.9789,3
34,0.005059837445382032,0.19130878150463104,0.14563137292861938,0.9983454545454545,0.9776,0.9805,3
35,0.0013692840512043202,0.16067421436309814,0.1359531730413437,0.9994181818181819,0.9824,0.9825,3
36,0.00592961315636712,0.16173766553401947,0.15642139315605164,0.9982727272727273,0.9804,0.9796,3
37,0.029284042146788102,0.19982948899269104,0.2102373093366623,0.9931636363636364,0.9746,0.9729,3
38,0.006679584109564654,0.18998099863529205,0.1793680042028427,0.9980727272727272,0.9792,0.9805,3
39,0.00257657608263345,0.16494247317314148,0.15672381222248077,0.9989636363636364,0.9786,0.9806,3
40,0.0008290145711288963,0.15985020995140076,0.15132509171962738,0.9996545454545455,0.9806,0.9821,3
41,0.004433537174845914,0.18448111414909363,0.169866681098938,0.9986727272727273,0.978,0.9794,3
42,0.0009154456375378448,0.1870102733373642,0.15672308206558228,0.9996909090909091,0.9794,0.9805,3
43,0.00676445915119778,0.17924773693084717,0.16793906688690186,0.9980545454545454,0.981,0.9795,3
44,0.0017047192614290455,0.15324044227600098,0.1548568606376648,0.9994545454545455,0.9814,0.9803,3
45,0.005268527682858949,0.1790350079536438,0.16863064467906952,0.9985818181818182,0.9798,0.98,3
46,0.010771258900022595,0.17708022892475128,0.18875417113304138,0.9970181818181818,0.9786,0.978,3
47,0.007413241355737166,0.19140438735485077,0.1596340388059616,0.9983090909090909,0.9794,0.9805,3
48,0.01373147356681531,0.20711277425289154,0.18605056405067444,0.9966,0.9788,0.9772,3
49,0.0025147213767626334,0.18552984297275543,0.1603497713804245,0.9991454545454546,0.9804,0.9807,3
50,0.012574276252005082,0.22501233220100403,0.20665669441223145,0.9970545454545454,0.9774,0.977,3
51,0.004669910454174488,0.1867590844631195,0.17845399677753448,0.9984909090909091,0.9808,0.9778,3
52,0.0020534326997836204,0.1977999210357666,0.16450300812721252,0.9993818181818181,0.9798,0.9817,3
53,0.004225659977596426,0.20749066770076752,0.17315515875816345,0.999,0.9776,0.9798,3
54,0.0004908707551292522,0.18190523982048035,0.16222509741783142,0.9998363636363636,0.9808,0.9817,3
55,0.0023175000758240572,0.1843322366476059,0.17060652375221252,0.9993090909090909,0.9828,0.9808,3
