epoch,train_loss,valid_loss,test_loss,train_acc,valid_acc,test_acc
1,1.4169723506079779,1.4566842317581177,1.4774671792984009,0.48802222222222225,0.4506,0.4603
2,1.1966040636168587,1.3129675388336182,1.344739317893982,0.5710444444444445,0.5182,0.5198
3,1.0418920808156331,1.2733561992645264,1.2935622930526733,0.6298888888888889,0.5444,0.5426
4,0.9613452258957756,1.284529447555542,1.3284728527069092,0.6620222222222222,0.541,0.549
5,0.95114360048506,1.325960397720337,1.433394193649292,0.6656,0.522,0.5276
6,0.8335680708514319,1.3944402933120728,1.4865803718566895,0.7088444444444445,0.5358,0.5354
7,0.794077581723531,1.4735095500946045,1.5426357984542847,0.7230222222222222,0.5502,0.5447
8,0.7407614400545756,1.564313292503357,1.6045992374420166,0.7424222222222222,0.5462,0.5388
9,0.8086673308796353,1.6770493984222412,1.7331604957580566,0.7263333333333334,0.5306,0.5358
10,0.6711151759995354,1.7108536958694458,1.746161937713623,0.7698,0.5468,0.5519
11,0.6685931703726451,1.7696400880813599,1.8341419696807861,0.7733111111111111,0.5446,0.5481
12,0.5753540763854981,1.813568353652954,1.869076132774353,0.8063555555555556,0.55,0.5514
13,0.537456432404783,1.916810393333435,1.9652836322784424,0.8177333333333333,0.569,0.5659
14,0.5765980964978537,1.972200632095337,2.0693392753601074,0.8122222222222222,0.5552,0.5565
15,0.5022206604427761,2.0002152919769287,2.055999517440796,0.8344222222222222,0.559,0.5665
