epoch,train_loss,valid_loss,test_loss,train_acc,valid_acc,test_acc
1,1.5804757575564914,1.4450061321258545,1.630064845085144,0.43604444444444446,0.4114,0.4213
2,1.1859076872083876,1.303601861000061,1.330518126487732,0.5752444444444444,0.5162,0.5263
3,1.045952829360962,1.261717438697815,1.2824426889419556,0.6266888888888889,0.5426,0.5519
4,0.9901556372324626,1.272992730140686,1.3185372352600098,0.6484444444444445,0.5508,0.5472
5,0.9203761558691661,1.315021276473999,1.3803691864013672,0.6736888888888889,0.538,0.5488
6,0.8740040872997707,1.3799980878829956,1.473951816558838,0.6936222222222223,0.53,0.5452
7,1.010595702425639,1.4838210344314575,1.7148152589797974,0.6642,0.5036,0.5176
8,0.7730680238988664,1.5763311386108398,1.6393954753875732,0.7341777777777778,0.5406,0.5509
9,0.8369380611048804,1.6308414936065674,1.7592504024505615,0.7233111111111111,0.5414,0.5413
10,0.6708646928151448,1.6863548755645752,1.6983590126037598,0.7714222222222222,0.5464,0.5545
11,0.6418026254389021,1.7859046459197998,1.7740298509597778,0.7845333333333333,0.5498,0.5538
12,0.6363203646235995,1.875918984413147,1.8853753805160522,0.7902666666666667,0.5416,0.5512
13,0.5379006360212962,1.909011960029602,1.9108914136886597,0.8224888888888889,0.557,0.5666
14,0.382253837580151,1.959512710571289,1.8716398477554321,0.8696666666666667,0.5742,0.5845
15,0.39278446582688226,2.022118330001831,1.9923319816589355,0.8679555555555556,0.5682,0.5764
