epoch,train_loss,valid_loss,test_loss,train_acc,valid_acc,test_acc,early_stop_epoch
1,0.3775204053412784,0.3739391267299652,0.3712519407272339,0.8876909090909091,0.8906,0.8959,39
2,0.27973250305923547,0.2805326581001282,0.2799336910247803,0.9171636363636364,0.917,0.9211,39
3,0.23567514391920782,0.24034669995307922,0.24138110876083374,0.9295272727272728,0.9282,0.9316,39
4,0.20873312918841838,0.21746626496315002,0.2187594771385193,0.9373272727272727,0.9356,0.938,39
5,0.19050101645426318,0.2032182812690735,0.20408830046653748,0.9426363636363636,0.9402,0.9411,39
6,0.17736832243407313,0.19323612749576569,0.19414719939231873,0.9466363636363636,0.943,0.9446,39
7,0.16771519981934266,0.1859445869922638,0.18756870925426483,0.9490545454545455,0.9458,0.9463,39
8,0.1601980522166599,0.18002504110336304,0.18270479142665863,0.9512363636363637,0.9472,0.9477,39
9,0.15416929071193392,0.1756577044725418,0.1791006326675415,0.9533090909090909,0.949,0.9484,39
10,0.1491072814274918,0.17221100628376007,0.17578507959842682,0.9545272727272728,0.9502,0.9491,39
11,0.1448807493434711,0.16920702159404755,0.17295825481414795,0.9562363636363637,0.9512,0.9502,39
12,0.14118191977454858,0.16608154773712158,0.1702212542295456,0.9569454545454545,0.9522,0.9512,39
13,0.13783140607381408,0.16350328922271729,0.1678844392299652,0.9581272727272727,0.9534,0.9518,39
14,0.13458403465693647,0.16097289323806763,0.16573798656463623,0.9589090909090909,0.954,0.9522,39
15,0.13172702095386657,0.15864144265651703,0.16379351913928986,0.9599636363636364,0.9556,0.9532,39
16,0.12899093102426692,0.15645533800125122,0.1619284749031067,0.9606727272727272,0.9566,0.954,39
17,0.12644890802793882,0.1547607034444809,0.16041822731494904,0.9615454545454546,0.9572,0.9538,39
18,0.1240693226412616,0.153220534324646,0.15887419879436493,0.9624,0.9574,0.954,39
19,0.12191538959910923,0.1517278403043747,0.1574167013168335,0.9632909090909091,0.9568,0.9549,39
20,0.11958844070915471,0.15059705078601837,0.15616127848625183,0.9638181818181818,0.957,0.9551,39
21,0.11773657347566702,0.1498255729675293,0.15553416311740875,0.9645090909090909,0.958,0.9555,39
22,0.11586869405853477,0.14936617016792297,0.15470048785209656,0.9649818181818182,0.9584,0.9558,39
23,0.11415701996873726,0.14867058396339417,0.1537715047597885,0.9655090909090909,0.9586,0.9571,39
24,0.11267542102797465,0.14822053909301758,0.1531132310628891,0.9658181818181818,0.959,0.9575,39
25,0.11129694615169004,0.14749161899089813,0.15229739248752594,0.9662545454545455,0.959,0.9577,39
26,0.10994780475883321,0.14722013473510742,0.15182089805603027,0.9665454545454546,0.9588,0.9571,39
27,0.10863098477809266,0.14684239029884338,0.1510288417339325,0.9666181818181818,0.959,0.9573,39
28,0.10755999777161263,0.14668166637420654,0.15062633156776428,0.9669454545454546,0.9592,0.9575,39
29,0.10640674183449962,0.14602740108966827,0.15005382895469666,0.9674727272727273,0.9592,0.9575,39
30,0.10540016360547055,0.14568369090557098,0.14968065917491913,0.967690909090909,0.959,0.9579,39
31,0.10453069539740682,0.14536581933498383,0.14916789531707764,0.9678909090909091,0.9592,0.9582,39
32,0.10360624040697108,0.145161971449852,0.14887967705726624,0.9680545454545455,0.9594,0.9583,39
33,0.10274122309210626,0.14506113529205322,0.14854271709918976,0.9681272727272727,0.9588,0.9586,39
34,0.10191601766374978,0.14469029009342194,0.14830686151981354,0.9681636363636363,0.9592,0.9586,39
35,0.10104958751255816,0.1444663554430008,0.14816142618656158,0.9684545454545455,0.9594,0.9587,39
36,0.10027562963285229,0.14447146654129028,0.14795009791851044,0.9687818181818182,0.9588,0.9586,39
37,0.09954135376621376,0.14420461654663086,0.1476908028125763,0.9688,0.9582,0.9591,39
38,0.09886694170500744,0.14415667951107025,0.1475808173418045,0.9690363636363636,0.958,0.9597,39
39,0.09813031042231755,0.14397163689136505,0.14731474220752716,0.9695454545454546,0.9584,0.9599,39
40,0.0975194319368086,0.14417053759098053,0.1472996175289154,0.9696545454545454,0.9588,0.9598,39
41,0.09703347564149986,0.14423896372318268,0.14743183553218842,0.969690909090909,0.9584,0.96,39
42,0.09642049982585013,0.14444385468959808,0.14748220145702362,0.9700363636363636,0.9578,0.9602,39
