epoch,train_loss,valid_loss,test_loss,train_acc,valid_acc,test_acc
1,1.2499934033287896,1.3502873182296753,1.343891978263855,0.5485111111111111,0.5058,0.5176
2,1.1190779513570996,1.233353614807129,1.3099946975708008,0.6034444444444444,0.5324,0.5403
3,0.9599608094533284,1.207104206085205,1.2584367990493774,0.6638222222222222,0.555,0.5665
4,0.9113120338228013,1.2409148216247559,1.349246859550476,0.6798666666666666,0.5504,0.5592
5,0.9035460035271115,1.318806529045105,1.4692161083221436,0.6879333333333333,0.5466,0.558
6,0.8463490915033552,1.4241610765457153,1.57338285446167,0.7138,0.5406,0.5577
7,1.019573706097073,1.5343986749649048,1.8350273370742798,0.6767777777777778,0.5222,0.5243
8,0.6023193961143494,1.6326016187667847,1.666324257850647,0.794,0.5632,0.573
9,0.7840538301361931,1.798535943031311,1.952584981918335,0.7561777777777777,0.549,0.558
10,0.6885651132610109,1.856299638748169,2.011295795440674,0.7883555555555556,0.5684,0.5698
11,0.37714232851929136,1.913830280303955,1.8926669359207153,0.8707333333333334,0.5838,0.5895
12,0.3448437297874027,1.9922126531600952,1.9564753770828247,0.8860222222222223,0.582,0.5908
13,0.2815134690221813,2.0048413276672363,1.9654935598373413,0.9042222222222223,0.5906,0.5944
14,0.19115162889162698,2.038494110107422,1.9906829595565796,0.9336222222222222,0.5942,0.6091
15,0.1349076087411907,2.0614328384399414,2.00911808013916,0.9524444444444444,0.6032,0.6142
