epoch,train_loss,valid_loss,test_loss,train_acc,valid_acc,test_acc,early_stop_epoch
1,0.07822370872544972,0.10614994168281555,0.08955445140600204,0.9777818181818182,0.9658,0.9722,3
2,0.03858216317628764,0.0794498547911644,0.0663868859410286,0.9890545454545454,0.9752,0.9805,3
3,0.022034688984107396,0.07340287417173386,0.06203637644648552,0.9938181818181818,0.9776,0.9817,3
4,0.014808943794209467,0.07356526702642441,0.0658174529671669,0.9957636363636364,0.9784,0.982,3
5,0.012613905540868555,0.08463691174983978,0.07349764555692673,0.9960181818181818,0.9758,0.9809,3
6,0.010820716182235629,0.08993545174598694,0.07674794644117355,0.9966909090909091,0.977,0.9816,3
7,0.01640629121397929,0.10649560391902924,0.09598316997289658,0.9944909090909091,0.9758,0.9791,3
