epoch,train_loss,valid_loss,test_loss,train_acc,valid_acc,test_acc,early_stop_epoch
1,0.207436178046194,0.23054008185863495,0.20902077853679657,0.9396181818181818,0.931,0.9399,11
2,0.1339645117230036,0.1652868390083313,0.1442987620830536,0.9592363636363637,0.9514,0.9563,11
3,0.1041086783686822,0.13933315873146057,0.12051747739315033,0.9678,0.959,0.9635,11
4,0.08795617695660754,0.12584906816482544,0.10970524698495865,0.9727090909090909,0.9624,0.9671,11
5,0.0776305753969672,0.11821792274713516,0.10334209352731705,0.9753818181818181,0.9632,0.9687,11
6,0.07037469493530013,0.11349515616893768,0.09975829720497131,0.9778181818181818,0.9654,0.9698,11
7,0.06510830328122459,0.1109185665845871,0.09761416912078857,0.9794909090909091,0.9666,0.9702,11
8,0.06108426958051595,0.10938973724842072,0.09642600268125534,0.9802,0.9674,0.9708,11
9,0.05768027054696259,0.1080281212925911,0.09580716490745544,0.9812909090909091,0.9676,0.9712,11
10,0.0550286656009372,0.10753099620342255,0.09582749009132385,0.9823090909090909,0.968,0.9723,11
11,0.05277385114692151,0.1073339581489563,0.09582073241472244,0.9830727272727273,0.9682,0.9731,11
12,0.05092454448968849,0.10761473327875137,0.09595538675785065,0.9838,0.969,0.9728,11
13,0.049338243266228925,0.10787701606750488,0.09641452133655548,0.9840363636363636,0.9692,0.9732,11
14,0.04798484036309475,0.10849066078662872,0.09699609875679016,0.9844181818181819,0.97,0.9734,11
