epoch,train_loss,valid_loss,test_loss,train_acc,valid_acc,test_acc,early_stop_epoch
1,0.09560880828885869,0.12343067675828934,0.10637687891721725,0.9722,0.9612,0.9679,4
2,0.052605597458949147,0.08978896588087082,0.07547427713871002,0.984890909090909,0.97,0.9771,4
3,0.03546247795863416,0.08026651293039322,0.06760313361883163,0.9899636363636364,0.9738,0.9788,4
4,0.025791647370544856,0.07784787565469742,0.06659088283777237,0.9928363636363636,0.975,0.9792,4
5,0.01980307649916292,0.07866271585226059,0.06843900680541992,0.9946909090909091,0.9754,0.9799,4
6,0.016138994345261545,0.08207147568464279,0.07217102497816086,0.9956181818181818,0.9758,0.9795,4
7,0.013251449720172042,0.08633895963430405,0.07685790956020355,0.9961272727272728,0.9766,0.9796,4
8,0.011143841724586144,0.09133469313383102,0.08172344416379929,0.9966727272727273,0.9768,0.9794,4
