epoch,train_loss,valid_loss,test_loss,train_acc,valid_acc,test_acc
1,0.9391825875600179,1.241215467453003,1.3291680812835693,0.6652888888888889,0.5492,0.5447
2,0.7186121956772274,1.2665221691131592,1.3641765117645264,0.7463111111111111,0.5686,0.5647
3,0.6472505530357361,1.3972196578979492,1.508423089981079,0.7724,0.5672,0.5656
4,0.4805893878089057,1.5578210353851318,1.5700017213821411,0.8305777777777777,0.5778,0.5876
5,0.6387821692784628,1.7145365476608276,1.8789845705032349,0.7886666666666666,0.548,0.5542
6,0.3510042210393482,1.8061083555221558,1.803288459777832,0.8790666666666667,0.5812,0.5869
7,0.3696570408821106,1.8707994222640991,1.9585376977920532,0.8762444444444445,0.5816,0.5853
8,0.20065762966738807,1.970240592956543,1.9587724208831787,0.9300222222222222,0.5898,0.5935
9,0.12352280383043819,2.0038695335388184,1.9675148725509644,0.9582222222222222,0.601,0.6042
10,0.0928894032097525,2.05680513381958,2.0235373973846436,0.9699777777777778,0.6012,0.6021
11,0.05549092137780454,2.0948309898376465,2.062826633453369,0.9835333333333334,0.606,0.6094
12,0.03171371177012722,2.120534658432007,2.0826151371002197,0.9920444444444444,0.609,0.6127
13,0.02289474828234977,2.1423239707946777,2.1044328212738037,0.9955555555555555,0.609,0.6129
14,0.0187127750026683,2.1634700298309326,2.1256065368652344,0.9964444444444445,0.6094,0.6133
15,0.016317978584104113,2.1821460723876953,2.1434261798858643,0.9972,0.6108,0.6135
