epoch,train_loss,valid_loss,test_loss,train_acc,valid_acc,test_acc
1,1.1640125245836046,1.2013310194015503,1.4437544345855713,0.5931777777777778,0.5228,0.5217
2,0.9981594798617893,1.2014427185058594,1.4327043294906616,0.6556444444444445,0.5482,0.5464
3,0.8295347606341044,1.2588260173797607,1.4382017850875854,0.7154888888888888,0.575,0.5674
4,0.645376177210278,1.3535877466201782,1.4610333442687988,0.7754666666666666,0.5828,0.5857
5,0.7103942392137316,1.491361141204834,1.640472412109375,0.7635777777777778,0.5806,0.5801
6,0.7022920810116662,1.6121753454208374,1.7661702632904053,0.7720888888888889,0.574,0.5818
7,0.451121980076366,1.697967529296875,1.748343586921692,0.8424666666666667,0.5988,0.5984
8,0.4518881337324778,1.8132715225219727,1.9052996635437012,0.8447111111111111,0.5896,0.5883
9,0.3668059890349706,1.8830419778823853,1.981117606163025,0.8730222222222223,0.591,0.5949
10,0.28457558056116106,1.9514648914337158,2.0250797271728516,0.8997555555555555,0.6,0.5984
11,0.2939569537897905,2.012829542160034,2.1418282985687256,0.902,0.5992,0.6012
12,0.12163982094294495,2.033681631088257,2.0868265628814697,0.9597777777777777,0.617,0.6101
13,0.09076852616369724,2.0826170444488525,2.1263086795806885,0.9701111111111111,0.6148,0.6121
14,0.05387390856676631,2.119391918182373,2.1170876026153564,0.9840666666666666,0.6178,0.62
15,0.03760864754120509,2.152358055114746,2.1192078590393066,0.9901333333333333,0.6198,0.6224
